pclass,survived,age,sibsp,parch,fare,cabin,boat,body,sex_male,embarked_Q,embarked_S
0.0,0.0,0.3486427342975926,0.0,0.0,0.0506022299724474,C23 C25 C27,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.2985383292435613,0.0,0.11111111111111109,0.4831284260198326,B58 B60,13,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.6242169620947651,0.0,0.11111111111111109,0.4831284260198326,B58 B60,6,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.398747139351624,0.0,0.0,0.1489114811336149,D15,8,0.4709480122324159,0.0,0.0,0.0
0.0,0.0,0.44885154440565533,0.0,0.0,0.14686201762460543,C6,A,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.46137764566916317,0.125,0.11111111111111109,0.10257896680493714,D35,5,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.5866386583042416,0.125,0.11111111111111109,0.10257896680493714,D35,5,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.32359053177057695,0.0,0.0,0.05855610025741262,C148,5,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.5240081519867024,0.0,0.0,0.4440992237022602,C23 C25 C27,4,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.36116883556110047,0.0,0.0,0.4328841690069588,C97,8,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.3110644305070691,0.0,0.0,0.05074862022309093,C23 C25 C27,13,0.4495412844036697,0.9999999999999999,0.0,0.0
0.0,1.0,0.3110644305070691,0.125,0.0,0.17777475888549785,B49,7,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.23590782292602214,0.125,0.0,0.17777475888549785,B49,7,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.4363254431421475,0.0,0.0,0.2647385704347907,C99,8,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.3486427342975926,0.0,0.0,0.05182214872781017,C52,D,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.5615864557772259,0.0,0.0,0.06929138530460494,T,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.4989559494596867,0.0,0.0,0.060507970265993034,A31,7,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.3736949368246083,0.0,0.0,0.32179836714362564,C7,8,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.7244257722028277,0.0,0.0,0.05182214872781017,C103,8,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.5240081519867024,0.0,0.0,0.05182214872781017,D22,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.5615864557772259,0.0,0.0,0.5121218935012879,C23 C25 C27,4,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.27348612671654565,0.0,0.11111111111111109,0.10735285047192314,E33,6,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.3486427342975926,0.0,0.0,0.05182214872781017,C23 C25 C27,9,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.5114820507231945,0.0,0.0,0.05953203526170282,A21,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.5991647595677494,0.0,0.0,0.09856123757927521,B10,13,0.6330275229357798,0.9999999999999999,0.0,0.0
0.0,0.0,0.3486427342975926,0.0,0.0,0.07729405233978466,C23 C25 C27,13,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.549060354513718,0.0,0.0,0.05410739813385612,B4,6,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.7369518734663355,0.24999999999999997,0.0,0.10048070654571319,C101,D,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.7494779747298433,0.0,0.0,0.1489114811336149,D15,8,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.5114820507231945,0.0,0.0,0.2625265161540666,E40,3,0.4709480122324159,0.0,0.0,0.0
0.0,0.0,0.5615864557772259,0.0,0.0,0.05182214872781017,B38,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.3486427342975926,0.0,0.0,0.060507970265993034,C23 C25 C27,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.5240081519867024,0.0,0.0,0.05130978285055781,E24,5,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.6617952658852885,0.0,0.0,0.0535706338814965,C23 C25 C27,6,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.44885154440565533,0.0,0.11111111111111109,1.0,B51 B53 B55,3,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.7244257722028277,0.0,0.11111111111111109,1.0,B51 B53 B55,3,0.4709480122324159,0.0,0.0,0.0
0.0,0.0,0.4112732406151318,0.0,0.0,0.009759350042902105,B51 B53 B55,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.3486427342975926,0.0,0.0,0.09193307740413781,C23 C25 C27,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.21085562039900646,0.0,0.0,0.09193307740413781,C23 C25 C27,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.13569901281795946,0.125,0.2222222222222222,0.23422440102965048,B96 B98,4,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.17327731660848295,0.125,0.2222222222222222,0.23422440102965048,B96 B98,4,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.44885154440565533,0.125,0.2222222222222222,0.23422440102965048,B96 B98,C,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.44885154440565533,0.125,0.2222222222222222,0.23422440102965048,B96 B98,4,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.6116908608312571,0.0,0.0,0.05074862022309093,C23 C25 C27,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.3486427342975926,0.0,0.0,0.05410739813385612,C23 C25 C27,5,0.4709480122324159,0.0,0.0,0.0
0.0,0.0,0.44885154440565533,0.125,0.0,0.15390495017656614,C46,13,0.5229357798165137,0.9999999999999999,0.0,1.0
0.0,1.0,0.9498955949459686,0.125,0.0,0.15390495017656614,C46,6,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.5741125570407337,0.125,0.0,0.11940564777490723,E31,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.5866386583042416,0.125,0.0,0.11940564777490723,E31,4,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.3361166330340848,0.125,0.0,0.10364429745562034,E8,5,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.4112732406151318,0.125,0.0,0.10364429745562034,E8,5,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.44885154440565533,0.0,0.0,0.5121218935012879,B61,4,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.3736949368246083,0.0,0.0,0.16883675574220638,B77,8,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.5615864557772259,0.0,0.0,0.057970539254838485,A9,7,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.3486427342975926,0.0,0.11111111111111109,0.10735285047192314,E33,6,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.3486427342975926,0.0,0.0,0.0,C23 C25 C27,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.3361166330340848,0.125,0.0,0.26697521827762305,C89,13,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.32359053177057695,0.125,0.0,0.26697521827762305,C89,4,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.27348612671654565,0.0,0.0,0.29580589980036276,C23 C25 C27,11,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.3486427342975926,0.0,0.0,0.10149724044618187,A14,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.5866386583042416,0.0,0.0,0.04994347384455151,E58,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.48642984819617885,0.125,0.11111111111111109,0.16231419173453318,E49,14,0.4709480122324159,0.0,0.0,0.0
0.0,0.0,0.46137764566916317,0.125,0.11111111111111109,0.16231419173453318,E52,13,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.7995823797838746,0.0,0.2222222222222222,0.16231419173453318,E45,14,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.6868474684123042,0.24999999999999997,0.0,0.05016305922051681,C101,2,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.3486427342975926,0.0,0.0,0.05182214872781017,C23 C25 C27,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.8747389873649216,0.125,0.11111111111111109,0.13858277060920987,B22,13,0.819571865443425,0.9999999999999999,0.0,1.0
0.0,1.0,0.44885154440565533,0.0,0.2222222222222222,0.13858277060920987,B22,7,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.7995823797838746,0.125,0.11111111111111109,0.05182214872781017,B26,7,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.48642984819617885,0.125,0.0,0.13913573538264068,C85,13,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.473903746932671,0.125,0.0,0.13913573538264068,C85,4,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.6367430633582729,0.0,0.0,0.05182214872781017,E17,5 9,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.3361166330340848,0.0,0.0,0.05953203526170282,C23 C25 C27,3,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.4112732406151318,0.0,0.0,0.29580589980036276,C23 C25 C27,8,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.38622103808811614,0.125,0.0,0.10149724044618187,B71,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.3361166330340848,0.125,0.2222222222222222,0.10149724044618187,B71,3,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.38622103808811614,0.125,0.0,0.11125659048908397,B20,3,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.21085562039900646,0.125,0.0,0.11125659048908397,B20,3,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.6617952658852885,0.125,0.11111111111111109,0.15977676072337865,A34,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.04801630397340462,0.0,0.2222222222222222,0.15977676072337865,A34,5,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.6743213671487964,0.125,0.11111111111111109,0.15977676072337865,A34,5,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.6242169620947651,0.125,0.0,0.2077277656631713,C86,13,0.18654434250764523,0.9999999999999999,0.0,0.0
0.0,1.0,0.3361166330340848,0.125,0.11111111111111109,0.4831284260198326,B58 B60,6,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.5991647595677494,0.125,0.0,0.2077277656631713,C86,2,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.5991647595677494,0.125,0.0,0.07729405233978466,A16,1,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.6116908608312571,0.125,0.0,0.11111839809247648,A20,1,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,0.0,0.48642984819617885,0.0,0.0,0.057970539254838485,A18,13,0.40366972477064217,0.9999999999999999,0.0,0.0
0.0,1.0,0.28601222798005344,0.0,0.11111111111111109,0.16231419173453318,C54,7,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.473903746932671,0.0,0.0,0.4440992237022602,C45,4,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.6743213671487964,0.125,0.0,0.1527664244005612,D20,4,0.4709480122324159,0.0,0.0,0.0
0.0,0.0,0.44885154440565533,0.0,0.0,0.06183368037582086,A29,13,0.4709480122324159,0.0,0.0,0.0
0.0,0.0,0.3486427342975926,0.0,0.0,0.4328841690069588,C95,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.3486427342975926,0.0,0.0,0.06184168304285603,C23 C25 C27,7,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.3486427342975926,0.0,0.0,0.21642978772242538,C23 C25 C27,4,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.44885154440565533,0.0,0.0,0.051504969851415845,E25,5,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.3736949368246083,0.0,0.0,0.05416439273810667,C111,13,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.2985383292435613,0.375,0.2222222222222222,0.5133418122566507,C23 C25 C27,10,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.3486427342975926,0.375,0.2222222222222222,0.5133418122566507,C23 C25 C27,10,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.28601222798005344,0.375,0.2222222222222222,0.5133418122566507,C23 C25 C27,10,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.23590782292602214,0.375,0.2222222222222222,0.5133418122566507,C23 C25 C27,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.7995823797838746,0.125,0.4444444444444444,0.5133418122566507,C23 C25 C27,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.7494779747298433,0.125,0.4444444444444444,0.5133418122566507,C23 C25 C27,10,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.3736949368246083,0.0,0.0,0.11111839809247648,E36,1,0.4709480122324159,0.0,0.0,0.0
0.0,0.0,0.3486427342975926,0.0,0.0,0.05182214872781017,D34,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.6242169620947651,0.24999999999999997,0.0,0.2608674266467732,C23 C25 C27,5,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.5365342532502102,0.125,0.0,0.05410739813385612,D40,5,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.3486427342975926,0.125,0.0,0.2608674266467732,C23 C25 C27,5,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.27348612671654565,0.0,0.2222222222222222,0.09661756542473082,B39,5,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.7494779747298433,0.125,0.11111111111111109,0.15458810467956932,B41,5,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.5991647595677494,0.125,0.11111111111111109,0.15458810467956932,B41,5,0.4709480122324159,0.0,0.0,0.0
0.0,0.0,0.3486427342975926,0.0,0.0,0.0,B102,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.46137764566916317,0.125,0.0,0.10364429745562034,C123,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.4363254431421475,0.125,0.0,0.10364429745562034,C123,D,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.5866386583042416,0.0,0.0,0.07514699533034619,E63,13,0.8379204892966361,0.9999999999999999,0.0,1.0
0.0,1.0,0.4363254431421475,0.0,0.0,0.41282050681475896,C130,4,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.27348612671654565,0.0,0.11111111111111109,0.11594107850967697,C23 C25 C27,7,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.5615864557772259,0.0,0.11111111111111109,0.11594107850967697,C23 C25 C27,7,0.4709480122324159,0.0,0.0,0.0
0.0,0.0,0.2985383292435613,0.0,0.0,0.15458810467956932,B86,13,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.6116908608312571,0.125,0.0,0.17391981561855152,C92,5,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.3486427342975926,0.125,0.0,0.17391981561855152,C92,5,0.4709480122324159,0.0,0.0,0.0
0.0,0.0,0.8872650886284295,0.0,0.0,0.06764049365134761,A5,13,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.6617952658852885,0.0,0.0,0.055628295244541985,C51,B,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.23590782292602214,0.0,0.0,0.05855610025741262,B42,3,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.473903746932671,0.0,0.11111111111111109,0.29953885119177276,C91,13,0.4464831804281345,0.9999999999999999,0.0,1.0
0.0,1.0,0.7244257722028277,0.0,0.11111111111111109,0.29953885119177276,C125,3,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.28601222798005344,0.0,0.11111111111111109,0.12366716556464086,D10 D12,7,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.5615864557772259,0.0,0.11111111111111109,0.12366716556464086,D10 D12,7,0.4709480122324159,0.0,0.0,0.0
0.0,0.0,0.5741125570407337,0.0,0.0,0.15458810467956932,B82 B84,13,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.3110644305070691,0.125,0.0,0.1082149914547131,E50,5,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.3110644305070691,0.125,0.0,0.1082149914547131,E50,5,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.5991647595677494,0.125,0.0,0.14976542426236883,D33,3,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.6116908608312571,0.125,0.0,0.14976542426236883,D33,3,0.4709480122324159,0.0,0.0,0.0
0.0,0.0,0.3486427342975926,0.0,0.0,0.08275928836380983,C23 C25 C27,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.5615864557772259,0.125,0.0,0.16293234896625058,C83,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.4363254431421475,0.125,0.0,0.16293234896625058,C83,D,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.4989559494596867,0.0,0.0,0.0,B94,13,0.3333333333333333,0.9999999999999999,0.0,1.0
0.0,1.0,0.3361166330340848,0.0,0.0,0.14976542426236883,D49,3,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.3486427342975926,0.0,0.0,0.05855610025741262,D45,3,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.2985383292435613,0.0,0.0,0.16231419173453318,C54,7,0.4709480122324159,0.0,0.0,0.0
0.0,0.0,0.6868474684123042,0.125,0.11111111111111109,0.18249984580226936,B69,13,0.9357798165137614,0.9999999999999999,0.0,1.0
0.0,1.0,0.6492691646217807,0.125,0.11111111111111109,0.18249984580226936,B69,3,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.5240081519867024,0.0,0.0,0.08295447536466788,B11,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.3486427342975926,0.0,0.0,0.10122885832000206,E46,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.6868474684123042,0.0,0.0,0.09759350042902103,C39,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.19832951913549865,0.0,0.11111111111111109,0.11316786160148593,B18,4,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.549060354513718,0.0,0.11111111111111109,0.11316786160148593,B18,4,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.6367430633582729,0.125,0.0,0.15216446768991498,D11,10,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.5240081519867024,0.125,0.0,0.10149724044618187,C23 C25 C27,13,0.11314984709480119,0.9999999999999999,0.0,1.0
0.0,1.0,0.4363254431421475,0.125,0.0,0.10149724044618187,C23 C25 C27,8,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.4363254431421475,0.0,0.0,0.05182214872781017,C23 C25 C27,15,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.473903746932671,0.125,0.0,0.17566830077223783,C93,D,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.3486427342975926,0.0,0.0,0.05991421140938287,C23 C25 C27,14,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.4363254431421475,0.125,0.0,0.17566830077223783,C93,D,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.473903746932671,0.0,0.0,0.15614960068643363,B28,6,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.6242169620947651,0.0,0.0,0.05604306762136532,C49,13,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.6116908608312571,0.0,0.0,0.0,B52 B54 B56,C,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.5741125570407337,0.0,0.0,0.05074862022309093,C23 C25 C27,13,0.24159021406727826,0.9999999999999999,0.0,1.0
0.0,0.0,0.6242169620947651,0.0,0.0,0.05074862022309093,E60,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.4050101899833779,0.0,0.0,0.41282050681475896,C132,13,0.1345565749235474,0.9999999999999999,0.0,0.0
0.0,0.0,0.7244257722028277,0.0,0.0,0.057970539254838485,B37,13,0.7859327217125383,0.9999999999999999,0.0,0.0
0.0,0.0,0.5114820507231945,0.125,0.0,0.10122885832000206,D21,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.3486427342975926,0.125,0.0,0.10122885832000206,D21,8,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.5240081519867024,0.125,0.0,0.10257896680493714,D19,5,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.5615864557772259,0.125,0.0,0.10257896680493714,D19,5,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.3486427342975926,0.0,0.0,0.05182214872781017,C124,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.48642984819617885,0.0,0.0,0.41250332793836464,C23 C25 C27,2,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.6116908608312571,0.0,0.0,0.050610427826483444,D17,8,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.3736949368246083,0.0,0.0,0.2077277656631713,C23 C25 C27,2,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.4363254431421475,0.0,0.0,1.0,B101,3,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,0.0,0.3486427342975926,0.0,0.0,0.05410739813385612,C23 C25 C27,13,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,0.0,0.5240081519867024,0.0,0.0,0.05182214872781017,C23 C25 C27,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.6868474684123042,0.0,0.0,0.05410739813385612,C23 C25 C27,6,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.19832951913549865,0.0,0.11111111111111109,0.07690367833806856,D28,9,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.6367430633582729,0.0,0.11111111111111109,0.07690367833806856,D28,9,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.36116883556110047,0.0,0.0,0.05855610025741262,D6,13,0.382262996941896,0.9999999999999999,0.0,1.0
0.0,1.0,0.2609600254530378,0.0,0.0,0.15216446768991498,D9,10,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.3736949368246083,0.0,0.0,0.08881008539040913,C23 C25 C27,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.7244257722028277,0.0,0.0,0.28598955515321006,B80,13,0.4709480122324159,0.0,0.0,0.0
0.0,1.0,0.18580341787199078,0.0,0.11111111111111109,0.41250332793836464,B5,2,0.4709480122324159,0.0,0.0,1.0
0.0,0.0,0.3736949368246083,0.0,0.0,0.05074862022309093,C106,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.19832951913549865,0.0,0.0,0.16883675574220638,B79,8,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.3486427342975926,0.0,0.0,0.057970539254838485,C47,7,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,0.0,0.23590782292602214,0.125,0.0,0.10364429745562034,D30,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,1.0,0.2233817216625143,0.125,0.0,0.10364429745562034,D30,10,0.4709480122324159,0.0,0.0,1.0
0.0,1.0,0.2985383292435613,0.0,0.0,0.09662576327876685,C90,6,0.4709480122324159,0.0,0.0,0.0
0.0,0.0,0.5741125570407337,0.0,0.0,0.14686201762460543,C6,13,0.8899082568807339,0.9999999999999999,0.0,0.0
0.0,0.0,0.6743213671487964,0.0,0.0,0.10122885832000206,E46,13,0.5321100917431192,0.9999999999999999,0.0,1.0
0.0,1.0,0.44885154440565533,0.0,0.0,0.05130978285055781,E25,7,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.3486427342975926,0.125,0.0,0.16038672010106003,C23 C25 C27,13,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,1.0,0.3486427342975926,0.125,0.0,0.16038672010106003,C23 C25 C27,6,0.4709480122324159,0.0,0.0,0.0
0.0,0.0,0.8121084810473824,0.0,0.0,0.05182214872781017,E38,13,0.7584097859327217,0.9999999999999999,0.0,1.0
0.0,0.0,0.549060354513718,0.24999999999999997,0.0,0.17566830077223783,C78,13,0.7003058103975535,0.9999999999999999,0.9999999999999999,0.0
0.0,1.0,0.4112732406151318,0.125,0.0,0.17566830077223783,C78,14,0.4709480122324159,0.0,0.9999999999999999,0.0
0.0,1.0,0.46137764566916317,0.125,0.0,0.17566830077223783,C78,14,0.4709480122324159,0.0,0.9999999999999999,0.0
0.0,1.0,0.3736949368246083,0.125,0.0,0.11272049299551928,C78,11,0.4709480122324159,0.9999999999999999,0.0,0.0
0.0,0.0,0.6868474684123042,0.0,0.0,0.05953203526170282,C30,13,0.4709480122324159,0.9999999999999999,0.0,1.0
0.0,0.0,0.5866386583042416,0.0,0.0,0.08275928836380983,C23 C25 C27,13,0.4709480122324159,0.9999999999999999,0.0,1.0
